SeqName	length	bit-score	eValue	hitName	GOs	ACC
contig_842	540	46.595	0.00135938	ref|XP_018486633.1|PREDICTED: uroporphyrinogen-III synthase, chloroplastic [Raphanus sativus]	GO:0006779, GO:0006780, GO:0016829, GO:0006782, GO:0033014, GO:0004852	A0A6J0NSE9	
contig_1115	631	37.7354	2.14471	dbj|GFB81251.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0006779, GO:0006780, GO:0006782, GO:0033014, GO:0004852	A0A699MKX4	
contig_1442	690	177.178	2.61346E-51	gb|KAF1855902.1|hypothetical protein Lal_00002556 [Lupinus albus]	GO:0006779, GO:0016020, GO:0016021, GO:0004853	A0A6A5LB59	
contig_1229	666	34.6538	8.53089	gb|AWX53314.1|AtpE [Halochlorococcum sp. NIES-1838]	GO:0045261, GO:0009507, GO:0016020, GO:0009579, GO:0009535, GO:1902600, GO:0006811, GO:0046933, GO:0005524, GO:0006754, GO:0009536, GO:0015986	A0A2Z4M9V5	
contig_3019	504	308.531	1.09773E-101	gb|KNA03427.1|hypothetical protein SOVF_209290, partial [Spinacia oleracea]	GO:0000166, GO:0045261, GO:0046034, GO:0016020, GO:0043231, GO:0032559, GO:0015986, GO:0043531, GO:1902600, GO:0006811, GO:0046933, GO:0005524, GO:0006754	A0A0K9Q821	
contig_424	546	87.4261	2.28534E-18	dbj|BAK01936.1|predicted protein [Hordeum vulgare subsp. vulgare]	GO:0006749, GO:0050313, GO:0016788	F2E3L4	
contig_3058	698	180.259	1.7293E-53	dbj|BAK01936.1|predicted protein [Hordeum vulgare subsp. vulgare]	GO:0006749, GO:0050313, GO:0016788	F2E3L4	
contig_52	840	51.6026	8.95409E-5	gb|EFJ19826.1|hypothetical protein SELMODRAFT_24149, partial [Selaginella moellendorffii]	GO:0004659, GO:0016020, GO:0016021, GO:0016740, GO:0006744, GO:0031305, GO:0016765	D8S6M3	
contig_2273	532	125.946	8.77207E-35	dbj|GFD48103.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0019674, GO:0006741, GO:0016310, GO:0016740, GO:0016773, GO:0016301, GO:0003951	A0A699WLU1	
contig_1275	694	306.605	5.48881E-101	gb|KAF1857201.1|hypothetical protein Lal_00015391 [Lupinus albus]	GO:0030170, GO:0019264, GO:0003824, GO:0004372, GO:0035999, GO:0006730, GO:0016740	A0A6A5L7I3	
contig_1088	684	58.9214	3.78383E-7	dbj|GEU28363.1|serine hydroxymethyltransferase 3, chloroplastic-like [Tanacetum cinerariifolium]	GO:0003824, GO:0046872, GO:0035999, GO:0016740, GO:0016787, GO:0008152, GO:0008270, GO:0004372, GO:0006730, GO:0008835, GO:0005524, GO:0009349, GO:0003677, GO:0000166, GO:0016491, GO:0019264, GO:0050661, GO:0045892, GO:0032259, GO:0000906, GO:0030170, GO:0009231, GO:1901566, GO:0008686, GO:0008168, GO:0008703	A0A699GEQ8	
contig_872	575	36.1946	5.48998	gb|OQU89315.1|hypothetical protein SORBI_3002G172600 [Sorghum bicolor]	GO:0006730, GO:0004488	A0A1W0W4R0	
contig_2287	601	210.305	2.38188E-60	gb|KAF1853186.1|hypothetical protein Lal_00009546 [Lupinus albus]	GO:0000166, GO:0016491, GO:0003824, GO:0046872, GO:0006730, GO:0004488, GO:0004477, GO:0005524, GO:0016787, GO:0043190, GO:0051536	A0A6A5KWU6	
contig_1682	550	65.0846	5.84379E-11	gb|EEF23728.1|pyruvoyl tetrahydrobiopterin synthase, putative [Ricinus communis]	GO:0046872, GO:0016829, GO:0006729, GO:0003874	B9TK85	
contig_2833	577	231.106	5.52752E-74	gb|KAF1853212.1|hypothetical protein Lal_00009573 [Lupinus albus]	GO:0016701, GO:0008270, GO:0006725, GO:0051213, GO:0016491, GO:0046872, GO:0008198	A0A6A5L3N8	
contig_2596	567	62.7734	7.22665E-9	gb|KAF1855242.1|hypothetical protein Lal_00003757 [Lupinus albus]	GO:0046872, GO:0016491, GO:0050660, GO:0009055, GO:0022900, GO:0006635, GO:0005777, GO:0051536	A0A6A5L9D1	
contig_3056	780	303.138	6.89176E-98	gb|KAF1853301.1|hypothetical protein Lal_00009665 [Lupinus albus]	GO:0016627, GO:0050660, GO:0016491, GO:0006635, GO:0003995	A0A6A5KX50	
contig_668	526	36.965	3.3509	gb|OMO80654.1|FAE1/Type III polyketide synthase-like protein [Corchorus olitorius]	GO:0016746, GO:0016747, GO:0090501, GO:0016020, GO:0016021, GO:0102756, GO:0004540, GO:0006633	A0A1R3IDK6	
contig_2670	807	220.32	6.91864E-69	dbj|GFC97709.1|3-oxoacyl-[acyl-carrier-protein] synthase 3 A, chloroplastic-like [Tanacetum cinerariifolium]	GO:0016746, GO:0004315, GO:0006633	A0A699SK26	
contig_1431	508	37.7354	1.25193	gb|AAF19755.1|Contains similarity to gi|34845 luciferase YE protein from Pyrophorus plagiophthalamus, and contains an AMP-binding PF|00501 domain [Arabidopsis thaliana]	GO:0031969, GO:0000166, GO:0005778, GO:0031956, GO:0009507, GO:0042372, GO:0016020, GO:0016021, GO:0016874, GO:0006631, GO:0008756, GO:0005524, GO:0005777, GO:0009536	Q8VYJ1	
contig_2673	704	259.996	1.38536E-83	gb|KAF1853198.1|hypothetical protein Lal_00009558 [Lupinus albus]	GO:0016616, GO:0016491, GO:0006631, GO:0070403, GO:0004300	A0A6A5KZF1	
contig_363	597	36.5798	4.2046	ref|XP_022926011.1|seipin-2-like [Cucurbita moschata]	GO:0005789, GO:0140042, GO:0019915, GO:0016020, GO:0006629, GO:0016021, GO:0005783	A0A6J1EDP9	
contig_781	883	150.599	4.28067E-38	dbj|GFA72254.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016042, GO:0006629, GO:0016298, GO:0005773, GO:0016787, GO:0045735	A0A699K5B8	
contig_2626	676	92.8189	6.50952E-19	dbj|GFA72254.1|hypothetical protein [Tanacetum cinerariifolium]	GO:0016042, GO:0006629, GO:0016298, GO:0005773, GO:0016787, GO:0045735	A0A699K5B8	
contig_156	669	78.5666	5.57248E-14	gb|KAF1853123.1|hypothetical protein Lal_00009483 [Lupinus albus]	GO:0016042, GO:0006629, GO:0016298, GO:0016787	A0A6A5L0Q2	
contig_2150	520	37.7354	1.38037	ref|NP_001304060.1|fatty acyl-CoA reductase 2 [Vitis vinifera]	GO:0010584, GO:0009507, GO:0016491, GO:0006629, GO:0102965, GO:0016620, GO:0080019	A0A067YYU8	
contig_469	606	111.309	1.68324E-25	gb|KAF1857523.1|hypothetical protein Lal_00042843 [Lupinus albus]	GO:0000166, GO:0016747, GO:0008759, GO:0005739, GO:0009245, GO:0046872, GO:0103117, GO:0006629, GO:0016740, GO:2001289, GO:0005524, GO:0016787	A0A6A5LD11	
contig_506	956	41.9726	0.0810383	gb|KXZ57012.1|hypothetical protein GPECTOR_1g914 [Gonium pectorale]	GO:0019171, GO:0047451, GO:0005737, GO:0016836, GO:0004317, GO:0009245, GO:0008693, GO:0006629, GO:0016829, GO:0008659, GO:0006633	A0A150H4N2	
contig_2669	580	59.3066	6.69556E-8	gb|KAF1853603.1|hypothetical protein Lal_00030740 [Lupinus albus]	GO:2001295, GO:0000166, GO:0003989, GO:0006629, GO:0006631, GO:0016740, GO:0016874, GO:0009317, GO:0005524, GO:0009536, GO:0006633	A0A6A5L229	
contig_1366	653	61.2326	4.03948E-8	gb|KAF1855844.1|hypothetical protein Lal_00001049 [Lupinus albus]	GO:0000287, GO:0005789, GO:0000166, GO:0004758, GO:0016491, GO:0003824, GO:0016020, GO:0006629, GO:0070403, GO:0016740, GO:0030170, GO:0016616, GO:0009058, GO:0009102, GO:0004141, GO:0006631, GO:0004300, GO:0006665, GO:0005524, GO:0006633	A0A6A5KZN8	
contig_2368	593	53.9138	6.96749E-6	dbj|GAX82326.1|hypothetical protein CEUSTIGMA_g9755.t1 [Chlamydomonas eustigma]	GO:0016746, GO:0016747, GO:0006629, GO:0006631, GO:0016740, GO:0006633	A0A250XH31	
contig_3026	524	47.7506	4.77272E-4	gb|KAF1857248.1|hypothetical protein Lal_00015527 [Lupinus albus]	GO:0016746, GO:0016747, GO:0006629, GO:0006631, GO:0016740, GO:0006633	A0A6A5LAY2	
contig_2044	555	342.428	2.38233E-117	gb|KAF1856356.1|hypothetical protein Lal_00001474 [Lupinus albus]	GO:0016491, GO:0046872, GO:0045300, GO:0006629, GO:0006631, GO:0006633	A0A6A5L5J8	
contig_100	687	240.35	1.37999E-96	gb|KAF1853076.1|hypothetical protein Lal_00009434 [Lupinus albus]	GO:0016491, GO:0045300, GO:0006629, GO:0006631, GO:0006633	A0A6A5KWJ7	
contig_1985	1147	458.373	3.01692E-158	gb|KAF1853220.1|hypothetical protein Lal_00009581 [Lupinus albus]	GO:0016746, GO:0004315, GO:0016747, GO:0006629, GO:0006631, GO:0016740, GO:0006633	A0A6A5KZK1	
contig_2755	535	89.3521	1.7506E-18	gb|KAF1853220.1|hypothetical protein Lal_00009581 [Lupinus albus]	GO:0016746, GO:0004315, GO:0016747, GO:0006629, GO:0006631, GO:0016740, GO:0006633	A0A6A5KZK1	
contig_1363	501	291.197	9.19406E-96	gb|KAF1856378.1|hypothetical protein Lal_00049233 [Lupinus albus]	GO:0016746, GO:0004315, GO:0003989, GO:0006629, GO:0006631, GO:0016740, GO:0009317, GO:0006633	A0A6A5L8L1	
contig_443	592	100.138	8.62322E-22	gb|KAF1853269.1|hypothetical protein Lal_00009631 [Lupinus albus]	GO:0003677, GO:0016746, GO:0004315, GO:0016747, GO:0006629, GO:0006631, GO:0016740, GO:0006633	A0A6A5KXK2	
contig_2177	679	463.766	1.47755E-159	gb|KAF1853269.1|hypothetical protein Lal_00009631 [Lupinus albus]	GO:0003677, GO:0016746, GO:0004315, GO:0016747, GO:0006629, GO:0006631, GO:0016740, GO:0006633	A0A6A5KXK2	
contig_2578	512	110.923	6.45776E-26	gb|KAF1853269.1|hypothetical protein Lal_00009631 [Lupinus albus]	GO:0003677, GO:0016746, GO:0004315, GO:0016747, GO:0006629, GO:0006631, GO:0016740, GO:0006633	A0A6A5KXK2	
contig_2432	569	167.548	1.67596E-46	gb|KAF1852935.1|hypothetical protein Lal_00009113 [Lupinus albus]	GO:0000166, GO:0005737, GO:0046872, GO:0003989, GO:0016020, GO:0006629, GO:0016021, GO:0016740, GO:0006631, GO:0005524, GO:0009317, GO:0006633, GO:0009536	A0A6A5L009	
contig_601	771	41.2022	0.147801	gb|KAF2281737.1|hypothetical protein GH714_042561 [Hevea brasiliensis]	GO:0016020, GO:0006629, GO:0016021, GO:0008962	A0A6A6JZA1	
contig_241	578	255.373	5.99781E-84	gb|OMP13250.1|Fatty acid desaturase, type 1 [Corchorus olitorius]	GO:0006629, GO:0016020, GO:0016021	A0A1R3L1U6	
contig_1774	657	250.366	5.48016E-80	gb|KAF1856538.1|hypothetical protein Lal_00049073 [Lupinus albus]	GO:0000166, GO:0005525, GO:0006614	A0A6A5L910	
contig_3350	523	107.842	1.39627E-25	gb|KAF1856538.1|hypothetical protein Lal_00049073 [Lupinus albus]	GO:0000166, GO:0005525, GO:0006614	A0A6A5L910	
contig_391	559	320.087	9.72268E-107	gb|KAF1856517.1|hypothetical protein Lal_00048535 [Lupinus albus]	GO:0000166, GO:0005525, GO:0006614, GO:0003723, GO:0048500, GO:0003924, GO:0008312, GO:1990904, GO:0005786	A0A6A5L4M9	
contig_2284	664	175.637	5.44936E-48	gb|KAF1857601.1|hypothetical protein Lal_00014611 [Lupinus albus]	GO:0000166, GO:0005525, GO:0006614, GO:0003723, GO:0003924, GO:0048500, GO:0016020, GO:0016021, GO:0008312, GO:1990904, GO:0005786, GO:0003676	A0A6A5L8I0	
contig_1420	529	235.728	9.16568E-71	gb|KAF1856522.1|hypothetical protein Lal_00049047 [Lupinus albus]	GO:0006605, GO:0000166, GO:0005737, GO:0071806, GO:0046872, GO:0016020, GO:0015031, GO:0016464, GO:0017038, GO:0005524, GO:0006886	A0A6A5LD00	
contig_1923	568	209.149	4.1234E-66	dbj|GFD09582.1|type II secretory pathway family protein [Tanacetum cinerariifolium]	GO:0006605, GO:0000166, GO:0071806, GO:0016020, GO:0015031, GO:0016464, GO:0017038, GO:0005524, GO:0006886	A0A699TG92	
contig_1505	527	346.665	4.17072E-111	gb|KAF1853347.1|hypothetical protein Lal_00009713 [Lupinus albus]	GO:0006605, GO:0000166, GO:0005737, GO:0071806, GO:0016020, GO:0015031, GO:0016464, GO:0017038, GO:0005524, GO:0006886	A0A6A5KUX3	
contig_1939	573	43.1282	0.0321222	ref|XP_006402729.2|polyamine oxidase 3 [Eutrema salsugineum]	GO:0046592, GO:0016491, GO:0006598, GO:0005777	V4LNX9	
contig_2476	805	329.331	6.4797E-109	gb|KAF1857463.1|hypothetical protein Lal_00042782 [Lupinus albus]	GO:0004648, GO:0003824, GO:0046872, GO:0006564, GO:0051536	A0A6A5LCV5	
contig_1824	550	32.7278	76.0151	gb|AEZ67457.1|phenylalanine ammonia-lyase [Perilla frutescens]	GO:0006559, GO:0005737, GO:0003824, GO:0016829, GO:0009698, GO:0016841, GO:0009800, GO:0045548	H6WP40	
contig_1786	1074	672.159	0.0	gb|KAF1853381.1|hypothetical protein Lal_00009748 [Lupinus albus]	GO:0006559, GO:0046872, GO:0003824, GO:0006572, GO:0009072, GO:0004334, GO:0016787	A0A6A5KXD3	
contig_919	520	310.842	1.38385E-103	gb|KAF1853261.1|hypothetical protein Lal_00009623 [Lupinus albus]	GO:0000166, GO:0005737, GO:0046872, GO:0006730, GO:0016740, GO:0005524, GO:0006556, GO:0004478	A0A6A5KX08	
contig_773	656	111.694	5.86575E-27	gb|OUS44739.1|dTDP-4-dehydrorhamnose reductase [Ostreococcus tauri]	GO:0006556	A0A1Y5I5E7	
contig_2232	964	549.666	0.0	gb|KAF1853142.1|hypothetical protein Lal_00009502 [Lupinus albus]	GO:0000166, GO:0006552, GO:0016874, GO:0005524, GO:0009536	A0A6A5L3G2	
contig_2591	555	277.33	2.72535E-89	gb|KAF1857151.1|hypothetical protein Lal_00042777 [Lupinus albus]	GO:0000166, GO:0006552, GO:0016874, GO:0005524, GO:0009536	A0A6A5L7D9	
contig_2573	619	102.064	8.14245E-23	gb|KZV15121.1|protein ssnA [Dorcoceras hygrometricum]	GO:0016812, GO:0005737, GO:0050480, GO:0019556, GO:0019557, GO:0006547, GO:0016787, GO:0016810	A0A2Z7A1D5	
contig_2794	531	284.263	2.21732E-91	sp|P53385.1|RecName: Full=Urocanate hydratase; Short=Urocanase; AltName: Full=Imidazolonepropionate hydrolase [Trifolium repens]	GO:0016153, GO:0016829, GO:0019556, GO:0006547, GO:0019557	P53385	
contig_306	994	149.443	7.07397E-38	gb|KAF1853359.1|hypothetical protein Lal_00009725 [Lupinus albus]	GO:0015995, GO:0050992, GO:0008299, GO:0008483, GO:0016740, GO:0004452, GO:0006546, GO:0004047, GO:0016853	A0A6A5KXV1	
contig_1261	556	53.9138	6.00649E-6	gb|KAF1853359.1|hypothetical protein Lal_00009725 [Lupinus albus]	GO:0015995, GO:0050992, GO:0008299, GO:0008483, GO:0016740, GO:0004452, GO:0006546, GO:0004047, GO:0016853	A0A6A5KXV1	
contig_1387	523	181.8	7.64881E-54	gb|AAL33595.1|glycine cleavage complex P-protein, partial [Zea mays]	GO:0005739, GO:0003824, GO:0004375, GO:0006546	Q8W523	
contig_1355	851	572.778	0.0	gb|KAF1853185.1|hypothetical protein Lal_00009545 [Lupinus albus]	GO:0005739, GO:0016491, GO:0003824, GO:0004375, GO:0006546, GO:0006544	A0A6A5L0R7	
contig_1149	808	364.77	8.82057E-122	gb|KAF1856383.1|hypothetical protein Lal_00049238 [Lupinus albus]	GO:0097367, GO:1901135, GO:0004360, GO:1901137, GO:0016740, GO:0006541	A0A6A5L9V8	
contig_1263	863	202.216	2.33722E-58	gb|KAF1856383.1|hypothetical protein Lal_00049238 [Lupinus albus]	GO:0097367, GO:1901135, GO:0004360, GO:1901137, GO:0016740, GO:0006541	A0A6A5L9V8	
contig_2619	751	75.485	1.32469E-12	dbj|GEW49678.1|putative cobyrinic acid A,C-diamide synthase [Tanacetum cinerariifolium]	GO:0016757, GO:0003824, GO:0016020, GO:0008939, GO:0042242, GO:0016740, GO:0006541	A0A699GWJ0	
contig_1636	753	198.749	4.86719E-59	gb|KNA03404.1|hypothetical protein SOVF_209550 [Spinacia oleracea]	GO:0015930, GO:0006537, GO:0016638, GO:0016491	A0A0K9Q828	
contig_2878	508	38.891	0.635254	dbj|GBG88752.1|hypothetical protein CBR_g48280 [Chara braunii]	GO:0008295, GO:0006527, GO:0003824, GO:0046872, GO:0008792, GO:0016829, GO:0006596, GO:0016831	A0A388M2P0	
contig_1588	598	57.3806	4.95615E-7	gb|KAF1853947.1|hypothetical protein Lal_00005158 [Lupinus albus]	GO:0006526, GO:0030170, GO:0003824, GO:0008483, GO:0003992, GO:0006525	A0A6A5KWU4	
contig_1750	563	81.2629	2.27542E-15	gb|KZV13673.1|hypothetical protein F511_45165 [Dorcoceras hygrometricum]	GO:0003824, GO:0008784, GO:0006522, GO:0016853	A0A2Z6ZXY5	
contig_2569	505	45.0542	0.0044346	gb|KZV13673.1|hypothetical protein F511_45165 [Dorcoceras hygrometricum]	GO:0003824, GO:0008784, GO:0006522, GO:0016853	A0A2Z6ZXY5	
contig_2211	503	206.068	1.43789E-62	ref|XP_002506637.1|predicted protein [Micromonas commoda]	GO:0030170, GO:0003824, GO:0006520, GO:0019346, GO:0016765	C1EIP1	
contig_2838	541	190.274	9.68472E-56	dbj|GHP05957.1|hypothetical protein PPROV_000470400 [Pycnococcus provasolii]	GO:0003824, GO:0016829, GO:0006520, GO:0009072, GO:0016830	A0A830HLP7	
contig_1670	832	135.191	8.06366E-33	gb|KAF1857419.1|hypothetical protein Lal_00007211 [Lupinus albus]	GO:0000166, GO:0003824, GO:0004072, GO:0009089, GO:0009088, GO:0016829, GO:0006520, GO:0016310, GO:0008652, GO:0016740, GO:0016301, GO:0005524	A0A6A5L9M0	
contig_1419	521	239.965	1.5014E-73	gb|KAF1857591.1|hypothetical protein Lal_00014600 [Lupinus albus]	GO:0009097, GO:0030170, GO:0016829, GO:0006520, GO:0004794, GO:0008652, GO:0009082	A0A6A5L8G9	
contig_2337	731	53.9138	1.51477E-5	gb|KAF1857591.1|hypothetical protein Lal_00014600 [Lupinus albus]	GO:0009097, GO:0030170, GO:0016829, GO:0006520, GO:0004794, GO:0008652, GO:0009082	A0A6A5L8G9	
contig_3382	1071	355.91	4.88779E-117	gb|KAF1853370.1|hypothetical protein Lal_00009737 [Lupinus albus]	GO:0009086, GO:0009097, GO:0016491, GO:0004072, GO:0050661, GO:0009067, GO:0009089, GO:0009088, GO:0006520, GO:0008652, GO:0009082, GO:0004412	A0A6A5KZZ3	
contig_108	550	88.9669	4.87193E-18	gb|KAF1857584.1|hypothetical protein Lal_00014593 [Lupinus albus]	GO:0000166, GO:0003824, GO:0016491, GO:0050661, GO:0016310, GO:0016740, GO:0016301, GO:0008152, GO:0009086, GO:0004072, GO:0009089, GO:0009067, GO:0009088, GO:0006520, GO:0008652, GO:0005524, GO:0004412	A0A6A5L4U3	
contig_970	614	211.46	2.61321E-61	gb|KAF1853096.1|hypothetical protein Lal_00009456 [Lupinus albus]	GO:0008152, GO:0009086, GO:0016491, GO:0003824, GO:0004072, GO:0050661, GO:0009089, GO:0009067, GO:0009088, GO:0006520, GO:0008652, GO:0004412	A0A6A5KWL3	
contig_251	794	65.855	2.96877E-9	gb|KAF1852327.1|hypothetical protein Lal_00037055 [Lupinus albus]	GO:0006559, GO:0046872, GO:0006572, GO:0006570, GO:0006520, GO:0004411	A0A6A5KRJ0	
contig_1311	597	301.982	3.45667E-92	gb|KAF1854995.1|hypothetical protein Lal_00013149 [Lupinus albus]	GO:0000166, GO:0003942, GO:0006526, GO:0051287, GO:0016491, GO:0003824, GO:0016597, GO:0016740, GO:0016620, GO:0016874, GO:0016743, GO:0030170, GO:0006591, GO:0008483, GO:0006520, GO:0004055, GO:0004585, GO:0008652, GO:0005524	A0A6A5L668	
contig_1324	549	193.356	2.09426E-54	gb|KAF1854995.1|hypothetical protein Lal_00013149 [Lupinus albus]	GO:0000166, GO:0003942, GO:0006526, GO:0051287, GO:0016491, GO:0003824, GO:0016597, GO:0016740, GO:0016620, GO:0016874, GO:0016743, GO:0030170, GO:0006591, GO:0008483, GO:0006520, GO:0004055, GO:0004585, GO:0008652, GO:0005524	A0A6A5L668	
contig_2601	530	261.536	2.38587E-78	gb|KAF1854995.1|hypothetical protein Lal_00013149 [Lupinus albus]	GO:0000166, GO:0003942, GO:0006526, GO:0051287, GO:0016491, GO:0003824, GO:0016597, GO:0016740, GO:0016620, GO:0016874, GO:0016743, GO:0030170, GO:0006591, GO:0008483, GO:0006520, GO:0004055, GO:0004585, GO:0008652, GO:0005524	A0A6A5L668	
contig_207	768	46.9802	0.00349547	ref|XP_001419158.1|predicted protein [Ostreococcus lucimarinus CCE9901]	GO:0003824, GO:0016829, GO:0006520	A4S1J4	
contig_3172	830	392.119	7.81411E-135	gb|KNA03551.1|hypothetical protein SOVF_208060 [Spinacia oleracea]	GO:0006517, GO:0005737, GO:0003948, GO:0016787	A0A0K9QAK0	
contig_2585	552	41.9726	0.0724194	gb|KAG0458064.1|hypothetical protein HPP92_023221 [Vanilla planifolia]	GO:0004843, GO:0006511, GO:0016579	A0A835UCM8	
contig_1841	517	35.8094	5.01914	dbj|GER48077.1|E3 ubiquitin-protein ligase, partial [Striga asiatica]	GO:0005737, GO:0008270, GO:0046872, GO:0016740, GO:0016567, GO:0006511	A0A5A7QUD6	
contig_667	537	36.5798	2.97156	gb|KAF7829004.1|proteasome subunit alpha type-7 [Senna tora]	GO:0019773, GO:0000502, GO:0006511	A0A834U2Y7	
contig_152	755	397.897	9.23591E-131	gb|KAF1853232.1|hypothetical protein Lal_00009593 [Lupinus albus]	GO:0000166, GO:0055085, GO:0008233, GO:0016020, GO:0006508, GO:0016021, GO:0140359, GO:0005524	A0A6A5L3R7	
contig_2274	630	124.02	7.67264E-30	gb|KAF1853232.1|hypothetical protein Lal_00009593 [Lupinus albus]	GO:0000166, GO:0055085, GO:0008233, GO:0016020, GO:0006508, GO:0016021, GO:0140359, GO:0005524	A0A6A5L3R7	
contig_1989	596	110.538	7.00688E-27	gb|EEF24863.1|Mitochondrial metalloendopeptidase OMA1, putative [Ricinus communis]	GO:0046872, GO:0008233, GO:0006508, GO:0016020, GO:0008237, GO:0004222, GO:0051603, GO:0016787	B9TH00	
contig_2583	580	154.836	1.07705E-44	gb|KZV15052.1|hypothetical protein F511_08110 [Dorcoceras hygrometricum]	GO:0036211, GO:0046872, GO:0008233, GO:0006508, GO:0070006, GO:0004177	A0A2Z7A852	
contig_1129	726	209.92	4.06171E-60	gb|KAF1857149.1|hypothetical protein Lal_00042775 [Lupinus albus]	GO:0000166, GO:0005737, GO:0008233, GO:0006508, GO:0030163, GO:0004176, GO:0004252, GO:0008236, GO:0043565, GO:0016787, GO:0005524, GO:0016887	A0A6A5L8R1	
contig_2982	551	216.468	1.74916E-63	gb|KAF1853320.1|hypothetical protein Lal_00009685 [Lupinus albus]	GO:0000166, GO:0005737, GO:0008233, GO:0006508, GO:0030163, GO:0004176, GO:0004252, GO:0008236, GO:0043565, GO:0016787, GO:0005524, GO:0016887	A0A6A5KZV1	
contig_3400	678	130.568	6.22497E-32	gb|KAF1853869.1|hypothetical protein Lal_00005077 [Lupinus albus]	GO:0003723, GO:0005737, GO:0008233, GO:0006508, GO:0070006, GO:0008168, GO:0004177, GO:0030145, GO:0016740, GO:0032259, GO:0019538, GO:0016787	A0A6A5KZE6	
contig_705	516	78.9518	7.50169E-15	gb|KZV14849.1|phosphomethylpyrimidine kinase [Dorcoceras hygrometricum]	GO:0006508, GO:0004252, GO:0016310, GO:0016301, GO:0016787	A0A2Z7A0A3	
contig_2959	530	216.468	5.51468E-63	gb|KAF1855835.1|hypothetical protein Lal_00001517 [Lupinus albus]	GO:0009691, GO:0005737, GO:0016491, GO:0006508, GO:0005829, GO:0070573, GO:0019430, GO:0004791, GO:0016787	A0A6A5L8S3	
contig_3358	703	107.457	1.54504E-25	gb|EEF22260.1|conserved hypothetical protein [Ricinus communis]	GO:0003677, GO:0008233, GO:0018142, GO:0006508, GO:0016787, GO:0003697, GO:0006974	B9TPF4	
contig_427	581	174.481	1.30347E-47	dbj|GEU28198.1|carboxyl-terminal-processing peptidase 2, chloroplastic isoform X1 [Tanacetum cinerariifolium]	GO:0006935, GO:0004888, GO:0007165, GO:0016020, GO:0006508, GO:0016021, GO:0008236	A0A699GHA9	
contig_2695	648	99.3673	4.27001E-21	dbj|GEU28198.1|carboxyl-terminal-processing peptidase 2, chloroplastic isoform X1 [Tanacetum cinerariifolium]	GO:0006935, GO:0004888, GO:0007165, GO:0016020, GO:0006508, GO:0016021, GO:0008236	A0A699GHA9	
contig_309	674	62.003	2.0666E-8	ref|XP_014514106.1|carboxypeptidase SOL1 isoform X3 [Vigna radiata var. radiata]	GO:0006518, GO:0004181, GO:0004180, GO:0008270, GO:0008233, GO:0046872, GO:0006508, GO:0016020, GO:0016021, GO:0016787	A0A1S3V6Y1	
